Store Code,POD code,Bills,Amount,Ave Bill
TE,B-03,161,147458,915.89
TD,F-01,296,271152,916.05
TN,H-05,636,582662,916.14
PC,F-04,22,20162,916.45
HN,Others,184,168694,916.82
SW,I-09,30,27507,916.9
CT,H-06,932,854992,917.37
CA,D-04,1336,1225816,917.53
NC,K-05,211,193637,917.71
MY,G-07,43,39469,917.88
TA,B-02,575,527851,918
TI,C-06,27,24788,918.07
HK,X-99,14,12854,918.14
JB,M-02,36,33055,918.19
XL,E-03,35,32160,918.86
UC,X-98,66,60692,919.58
SS,F-08,403,370608,919.62
SL,F-08,160,147146,919.66
JE,C-04,25,22994,919.76
TY,E-03,1159,1066073,919.82
HF,H-09,218,200556,919.98
SA,I-09,186,171177,920.31
SK,F-03,227,209028,920.83
ST,E-03,401,369372,921.13
LJ,D-06,60,55281,921.35
CC,99,2,1843,921.5
TS,E-08,2,1843,921.5
JD,X-99,2,1844,922
LC,E-06,359,331149,922.42
MA,C-09,562,518671,922.9
PM,99,2,1847,923.5
FS,H-09,29,26783,923.55
MY,H-04,31,28633,923.65
PM,X-99,26,24021,923.88
PN,F-04,20,18478,923.9
TC,E-20,1,924,924
DM,D-06,118,109082,924.42
HM,C-07,13,12022,924.77
FS,F-07,243,224778,925.01
UH,E-06,268,248005,925.39
JI,F-05,637,589817,925.93
SD,B-03,437,404648,925.97
KW,H-05,239,221440,926.53
PS,I-12,74,68608,927.14
YW,C-04,678,629171,927.98
MZ,E-03,21,19491,928.14
DY,G-07,322,298882,928.2
GS,J-03,643,596863,928.25
YW,D-05,290,269256,928.47
PW,H-03,11,10217,928.82
DM,99,2,1858,929
YP,E-06,56,52027,929.05
JU,E-88,36,33456,929.33
KD,D-02,365,339234,929.41
JK,99,2,1859,929.5
LY,D-04,24,22311,929.63
YH,E-07,150,139451,929.67
PC,C-04,1585,1473750,929.81
PC,I-07,10,9300,930
PZ,D-06,13,12090,930
PC,H-05,6,5581,930.17
RL,D-03,10,9302,930.2
LM,H-06,552,513647,930.52
TF,K-03,13,12097,930.54
ZY,E-07,327,304417,930.94
SS,X-98,150,139684,931.23
CZ,D-08,76,70776,931.26
DX,Others,852,793586,931.44
MJ,E-01,2807,2614929,931.57
TU,D-03,383,356867,931.77
JB,J-05,371,345761,931.97
TT,Others,489,456032,932.58
PL,E-06,57,53160,932.63
PJ,F-04,265,247194,932.81
LS,G-04,19,17730,933.16
LQ,J-05,82,76525,933.23
RM,Others,15,14004,933.6
MT,D-06,2,1868,934
PU,E-02,3,2808,936
LM,X-98,646,604680,936.04
MD,E-03,128,119816,936.06
DR,L-03,223,208741,936.06
SS,I-07,210,196587,936.13
NQ,F-07,408,382055,936.41
JC,D-09,2,1873,936.5
EH,C-04,49,45901,936.76
TU,D-02,149,139628,937.1
YW,E-06,137,128400,937.23
LD,I-10,81,75932,937.43
QH,99,1,938,938
SA,H-08,188,176393,938.26
TC,E-04,473,443940,938.56
SC,G-03,21,19713,938.71
FY,H-07,179,168051,938.83
TG,G-06,431,404689,938.95
NL,X-98,23,21600,939.13
DS,X-99,278,261144,939.37
SD,E-04,82,77034,939.44
HD,C-03,761,714986,939.53
HI,G-06,162,152219,939.62
UG,99,6,5640,940
JE,X-99,7,6581,940.14
DL,C-03,59,55472,940.2
MQ,2,2,1882,941
TC,E-39,13,12234,941.08
DC,99,1,942,942
KS,F-10,130,122489,942.22
PL,E-08,51,48055,942.25
PM,E-05,106,99897,942.42
JN,X-98,671,632403,942.48
UC,G-07,275,259375,943.18
LD,D-02,13,12266,943.54
TO,E-03,22,20762,943.73
JA,E-05,672,634797,944.64
HD,C-02,100,94499,944.99
CA,D3,31,29299,945.13
HM,C-03,128,121004,945.34
SQ,C-07,166,156932,945.37
PZ,G-04,246,232562,945.37
CX,99,2,1892,946
BD,E-03,50,47302,946.04
SA,E-09,55,52037,946.13
LJ,E-06,52,49213,946.4
BD,G-02,89,84232,946.43
ZS,H-06,321,303814,946.46
BD,E-05,256,242356,946.7
PJ,C-09,1192,1129458,947.53
DN,99,7,6635,947.86
XT,C-05,27,25607,948.41
CU,99,6,5693,948.83
TI,I-01,915,868659,949.35
TG,D-04,19,18043,949.63
SU,G-09,2,1900,950
CF,E-07,997,947314,950.16
DY,J-05,2,1902,951
LQ,E-09,102,97028,951.25
RJ,I-04,439,417667,951.41
SM,F-08,643,611765,951.42
DT,99,2,1904,952
SL,C-09,101,96168,952.16
KI,C-02,186,177244,952.92
TH,F-61,42,40027,953.02
LM,H-09,15,14299,953.27
XS,X-98,10,9535,953.5
NC,J-04,683,651345,953.65
HF,C-05,3,2861,953.67
LS,F-08,23,21940,953.91
CM,C-07,2,1909,954.5
NY,F-03,12,11458,954.83
CF,C-06,419,400115,954.93
SL,H-01,1110,1060474,955.38
FG,I-03,15,14333,955.53
PV,Others,231,220730,955.54
DZ,C-03,307,293390,955.67
HU,X-99,40,38232,955.8
HN,D-03,360,344107,955.85
JP,C-03,531,507659,956.04
FA,E-04,102,97528,956.16
UH,G-03,347,331847,956.33
FS,E-09,21,20089,956.62
TN,E-06,191,182754,956.83
YK,E-06,118,113014,957.75
TT,C-14,98,93872,957.88
LH,Others,258,247248,958.33
KZ,D-05,26,24929,958.81
UM,C-02,143,137238,959.71
LY,X-98,78,74865,959.81
CU,I-02,568,545381,960.18
CX,D-06,444,426464,960.5
EG,D-03,11,10577,961.55
KF,C-07,708,681201,962.15
KZ,C-03,3,2887,962.33
OL,H-06,157,151098,962.41
JN,E-03,179,172374,962.98
BK,F-05,9,8669,963.22
TT,F-13,2,1927,963.5
TR,F-01,62,59741,963.56
TT,D-08,74,71322,963.81
HL,C-03,15,14459,963.93
DJ,99,4,3856,964
JI,D-07,167,160991,964.02
PM,E-08,8,7713,964.13
DM,X-98,209,201581,964.5
LQ,F-07,303,292322,964.76
SN,I-08,388,374371,964.87
ZK,X-98,1053,1016777,965.6
UM,D-01,64,61832,966.13
YL,D-11,37,35752,966.27
NC,F-11,16,15466,966.63
TH,E-33,21,20313,967.29
SL,L-04,25,24186,967.44
JS,F-03,515,498325,967.62
TL,X-99,8,7746,968.25
JU,F-04,63,61009,968.4
CA,F-03,1534,1486139,968.8
KZ,D-03,5,4846,969.2
LD,E-09,138,133797,969.54
KS,G-10,65,63044,969.91
PL,F-06,25,24248,969.92
LY,C-03,11,10674,970.36
TP,F-03,57,55315,970.44
CM,X-99,5,4854,970.8
DU,Others,186,180575,970.83
CZ,F-07,299,290689,972.2
GM,F-08,949,922833,972.43
UH,H-09,82,79741,972.45
TG,H-06,103,100248,973.28
MA,D-09,488,474992,973.34
TH,F-66,33,32127,973.55
TC,L-17,1,974,974
SF,X-98,1991,1939588,974.18
HU,H-03,41,39988,975.32
SQ,G-05,58,56570,975.34
TZ,F-03,171,166881,975.91
JN,99,1,976,976
NN,C-04,34,33200,976.47
MA,G-08,575,561515,976.55
ST,D-06,867,846800,976.7
MY,Others,91,88901,976.93
TL,D-08,438,428067,977.32
CP,D-06,153,149568,977.57
CA,D-03,724,707813,977.64
NL,H-07,4,3911,977.75
JE,F-06,25,24444,977.76
KS,G-05,35,34234,978.11
PN,E-07,269,263117,978.13
WF,I-07,38,37183,978.5
SA,I-05,139,136081,979
FH,C-05,182,178193,979.08
TA,A-01,1474,1443743,979.47
HS,E-09,194,190038,979.58
HG,X-98,163,159821,980.5
LM,G-05,818,802752,981.36
YL,G-11,26,25522,981.62
PK,H-05,398,390694,981.64
FS,G-07,98,96283,982.48
MX,B-05,51,50115,982.65
TG,H-07,93,91397,982.76
FS,D-06,374,367613,982.92
CT,F-01,1,983,983
TY,C-06,2,1966,983
MT,G-03,277,272299,983.03
PL,B-02,53,52108,983.17
TF,G-09,440,432613,983.21
AE,F-05,55,54090,983.45
YL,F-07,35,34423,983.51
HT,H-09,9,8853,983.67
SH,F-01,324,318846,984.09
YL,C-07,162,159432,984.15
NC,G-12,3,2953,984.33
UH,G-07,218,214586,984.34
PJ,E-13,7,6895,985
YS,H-05,362,356589,985.05
SS,D-05,697,686651,985.15
SP,H-04,263,259145,985.34
UC,D-08,347,341987,985.55
PU,X-98,50,49289,985.78
TB,E-07,271,267204,985.99
PT,99,1,987,987
HM,G-07,57,56283,987.42
HT,99,4,3950,987.5
MX,D-03,114,112587,987.61
FG,I-04,91,89874,987.63
MA,C-07,441,435867,988.36
SA,Others,505,499288,988.69
DD,F-03,5,4945,989
MT,X-98,770,761540,989.01
LQ,Others,101,99920,989.31
TT,C-15,19,18805,989.74
TL,X-98,119,117798,989.9
LJ,E-07,555,549647,990.35
XU,D-03,95,94117,990.71
KZ,E-09,86,85227,991.01
LT,F-04,6,5949,991.5
LC,C-05,700,694176,991.68
JN,E-01,177,175615,992.18
LZ,E-04,143,141928,992.5
MG,E-07,973,967317,994.16
TW,F-07,216,214777,994.34
MY,X-99,17,16906,994.47
ML,C-06,173,172074,994.65
WF,E-05,189,187993,994.67
JG,G-04,93,92538,995.03
PG,G-05,5,4980,996
PK,E-06,268,267145,996.81
FD,C-01,830,827410,996.88
NL,G-05,943,940282,997.12
HH,F-06,796,793760,997.19
HK,E-09,484,482865,997.65
PK,E-07,529,528270,998.62
TL,5,1,999,999
NC,G-09,1,999,999
HH,J-05,1,999,999
KC,I-10,49,48961,999.2
SF,E-04,306,305900,999.67
TL,D-07,31,30990,999.68
TN,E-08,224,223990,999.96
PS,E-8,403,403141,1000.35
ST,D-05,951,951901,1000.95
HF,I-09,174,174190,1001.09
HF,D-09,93,93195,1002.1
SQ,C-03,76,76187,1002.46
HX,Others,123,123416,1003.38
SN,H-11,243,243943,1003.88
HL,F-05,207,207923,1004.46
MY,G-06,28,28131,1004.68
WT,H-07,238,239230,1005.17
KS,G-08,274,275500,1005.47
CF,C-04,149,149905,1006.07
SF,E-03,55,55340,1006.18
KD,C-06,229,230498,1006.54
KD,E-04,1558,1568377,1006.66
AP,I-04,18,18120,1006.67
FA,X-99,143,144004,1007.02
YW,E-03,702,707601,1007.98
DS,A-01,436,439541,1008.12
TG,D-05,19,19164,1008.63
MD,C-20,1,1009,1009
LC,C-06,696,702556,1009.42
MG,99,5,5049,1009.8
CU,I-04,58,58638,1011
EG,X-99,63,63712,1011.3
JB,E-03,5,5060,1012
LQ,F-10,80,80969,1012.11
PZ,E-03,55,55667,1012.13
TC,D-01,115,116438,1012.5
YM,C-02,149,150905,1012.79
HI,X-98,166,168150,1012.95
TH,H-52,3,3040,1013.33
SU,C-03,1,1014,1014
CK,B-10,4,4057,1014.25
ML,H-03,91,92341,1014.74
HK,99,3,3047,1015.67
NC,X-98,137,139209,1016.12
TS,D-05,3,3049,1016.33
HN,C-03,195,198218,1016.5
MO,Others,363,369125,1016.87
PG,C-03,427,434211,1016.89
KZ,D-04,54,54929,1017.2
LJ,G-03,24,24435,1018.13
CA,E-02,881,897518,1018.75
KI,Others,136,138574,1018.93
CT,K-05,7,7135,1019.29
SL,C-08,521,531413,1019.99
PT,A-01,19,19382,1020.11
HR,Others,503,513266,1020.41
KZ,F-04,38,38800,1021.05
IL,X-99,23,23494,1021.48
MS,C-05,368,375981,1021.69
TH,F-41,23,23510,1022.17
UG,I-04,439,448790,1022.3
TC,G-02,282,288331,1022.45
PL,D-05,27,27609,1022.56
CL,2,5,5113,1022.6
CZ,C-07,246,251709,1023.21
DC,D-03,1,1024,1024
OL,F-08,72,73750,1024.31
FG,I-06,373,382253,1024.81
LD,G-08,377,386394,1024.92
NQ,I-07,538,552478,1026.91
DR,J-03,96,98612,1027.21
TG,99,3,3083,1027.67
PK,I-05,491,505102,1028.72
DO,99,4,4115,1028.75
MA,C-04,860,884776,1028.81
YN,2,3,3087,1029
FY,I-05,142,146173,1029.39
PE,C-03,154,158615,1029.97
DA,D-01,793,816796,1030.01
WL,I-04,251,258842,1031.24
WG,C-12,558,575532,1031.42
LH,X-98,11,11347,1031.55
TG,D-08,43,44371,1031.88
JR,F-05,1246,1285722,1031.88
CR,E-07,1499,1548928,1033.31
TD,B-02,588,607788,1033.65
DD,X-98,2238,2314103,1034
HK,F-10,45,46533,1034.07
HD,C-05,842,871995,1035.62
GS,L-08,494,511647,1035.72
CA,F-02,1301,1347470,1035.72
ST,F-08,670,693956,1035.76
CF,99,6,6216,1036
DA,C-01,748,775678,1037
EG,D-05,74,76787,1037.66
FW,I5,1,1038,1038
CJ,F-02,369,383034,1038.03
FS,Others,254,263713,1038.24
CF,X-98,214,222210,1038.36
HR,X-98,46,47777,1038.63
PU,E-04,27,28046,1038.74
TH,D-62,1,1039,1039
NC,X-01,1,1039,1039
TA,G-06,2,2078,1039
BL,F-05,3,3117,1039
NL,C-06,17,17678,1039.88
JL,L-06,1230,1279397,1040.16
SL,A-03,1124,1169346,1040.34
HI,I-04,180,187391,1041.06
LQ,I-03,202,210308,1041.13
PZ,E-06,25,26038,1041.52
JB,J-02,793,826636,1042.42
NZ,E-09,67,69860,1042.69
UH,C-08,385,401627,1043.19
PS,I-11,66,68853,1043.23
LW,I-04,4,4173,1043.25
UM,B-04,1,1044,1044
SU,K-07,1,1044,1044
TA,F-05,2,2088,1044
PG,99,5,5220,1044
CF,D-04,184,192194,1044.53
TT,E-13,33,34475,1044.7
KZ,D-09,124,129556,1044.81
OL,G-03,52,54336,1044.92
YH,99,2,2090,1045
TA,D-03,115,120175,1045
KF,J-05,784,819700,1045.54
DS,D-02,5,5231,1046.2
TG,G-03,145,151714,1046.3
HF,G-10,153,160160,1046.8
NQ,F-08,56,58624,1046.86
DR,E-04,13,13611,1047
SH,C-01,133,139306,1047.41
MY,G-03,448,469406,1047.78
JD,C-03,786,823687,1047.95
HL,2,1,1048,1048
OL,C-05,39,40879,1048.18
TB,99,4,4194,1048.5
LD,H-03,300,314608,1048.69
MX,B-06,43,45101,1048.86
NJ,H-06,48,50354,1049.04
SS,F-06,574,602291,1049.29
HK,B-03,27,28338,1049.56
XW,K-06,3,3151,1050.33
JB,I-01,210,220664,1050.78
NS,D-05,518,544548,1051.25
JC,C-07,37,38898,1051.3
HG,F-99,3,3155,1051.67
IC,Others,109,114637,1051.72
CP,E-05,55,57872,1052.22
CM,D-09,101,106283,1052.31
JB,A-02,6,6314,1052.33
PW,2,9,9474,1052.67
LC,F-05,2226,2344043,1053.03
SL,C-06,31,32694,1054.65
UH,D-08,271,285891,1054.95
PL,A-01,14,14773,1055.21
DX,E-10,221,233680,1057.38
PK,F-05,94,99448,1057.96
TG,E-04,2,2117,1058.5
YW,F-04,1030,1090404,1058.64
YK,99,3,3176,1058.67
YL,E-07,129,136608,1058.98
TG,G-04,21,22250,1059.52
HM,J-06,131,138866,1060.05
TH,E-42,153,162212,1060.21
JB,I-02,2,2121,1060.5
YT,X-98,43,45604,1060.56
CR,C-09,1322,1402539,1060.92
FH,G-03,2,2122,1061
HS,2,8,8489,1061.13
PL,X-98,10,10615,1061.5
DY,99,3,3189,1063
CU,G-02,506,538116,1063.47
JI,E-06,59,62773,1063.95
SP,G-09,147,156429,1064.14
ZU,Others,80,85174,1064.68
HZ,D-04,144,153456,1065.67
ML,Others,625,666976,1067.16
TA,D-02,1240,1323409,1067.27
TG,E-05,66,70442,1067.3
PT,E-05,200,213471,1067.36
LM,F-04,1122,1197680,1067.45
YP,G-06,52,55548,1068.23
KS,E-09,371,397147,1070.48
TD,99,3,3213,1071
HR,J-09,50,53632,1072.64
TC,C-11,1,1074,1074
UM,H-09,1,1074,1074
FD,B-01,389,418137,1074.9
KS,D-03,4,4300,1075
JB,I-03,121,130095,1075.17
MA,D-11,150,161381,1075.87
NA,K-04,1150,1237444,1076.04
KG,E-03,975,1049717,1076.63
ZU,F-04,7,7545,1077.86
JI,99,1,1078,1078
SU,2,7,7547,1078.14
TI,C-11,110,118772,1079.75
TH,E-04,752,812838,1080.9
CF,I-03,82,88686,1081.54
WJ,F-03,25,27108,1084.32
RS,99,5,5422,1084.4
JB,I-05,141,152933,1084.63
XH,Others,91,98795,1085.66
HG,E-03,93,100981,1085.82
KF,D-07,893,970184,1086.43
MQ,E-03,498,541220,1086.79
KD,E-03,250,271870,1087.48
PU,F-04,393,427707,1088.31
TW,Others,223,243175,1090.47
HG,Others,252,274853,1090.69
HK,Others,277,302205,1090.99
TH,F-35,74,80787,1091.72
YW,I-03,4,4368,1092
CA,D-02,358,390992,1092.16
UG,I-03,122,133389,1093.35
TH,E-05,1137,1243583,1093.74
OL,G-05,248,271355,1094.17
GH,99,2,2191,1095.5
NQ,K-06,424,464761,1096.13
BL,X-98,76,83340,1096.58
DA,I-01,217,238074,1097.12
MT,99,3,3292,1097.33
TI,C-05,80,87870,1098.38
NA,E-04,1875,2059952,1098.64
NA,B-05,1,1099,1099
DK,X-98,166,182516,1099.49
BT,99,3,3301,1100.33
TY,F-04,665,731922,1100.63
KW,F-03,41,45177,1101.88
ET,D-05,86,94843,1102.83
KD,D-03,1585,1748419,1103.1
MG,D-02,258,284706,1103.51
WF,J-07,79,87208,1103.9
TB,D-06,246,271903,1105.3
FA,E-06,26,28739,1105.35
MX,D-08,91,100626,1105.78
TC,C-36,10,11067,1106.7
HI,Others,533,590315,1107.53
PU,Others,255,282511,1107.89
TP,D-05,67,74249,1108.19
SW,X-99,10,11085,1108.5
PH,F-01,479,531371,1109.33
NA,L-12,16,17771,1110.69
MY,G-04,78,86661,1111.04
SC,99,4,4446,1111.5
TT,E-10,133,147923,1112.2
NN,99,2,2226,1113
CF,D-03,334,371820,1113.23
MA,X-98,56,62364,1113.64
YW,G-07,3,3342,1114
GS,4,4,4456,1114
EG,Others,549,612750,1116.12
SS,D-07,333,372022,1117.18
XH,C-05,19,21232,1117.47
DD,G-07,402,449639,1118.5
WZ,Others,454,507992,1118.93
SZ,99,6,6718,1119.67
CT,L-03,1,1120,1120
PT,C-06,176,197300,1121.02
NC,J-05,386,432930,1121.58
UH,F-07,301,337750,1122.09
HT,J-05,6,6737,1122.83
UC,B-06,763,856752,1122.87
HK,C-14,29,32582,1123.52
KD,B-03,307,345115,1124.15
MH,D-05,1160,1304101,1124.22
HD,C-04,506,569329,1125.16
UC,G05,3,3380,1126.67
FW,99,4,4509,1127.25
JN,X-99,168,189532,1128.17
CZ,G-07,165,186181,1128.37
FG,99,3,3386,1128.67
RM,L-08,24,27114,1129.75
TZ,H-08,376,425881,1132.66
HD,2,1,1133,1133
LQ,J-03,106,120371,1135.58
TG,H-05,9,10229,1136.56
IC,B-02,38,43214,1137.21
PW,K-04,1,1139,1139
MX,C-04,169,192579,1139.52
PU,G-04,19,21670,1140.53
DL,G-03,112,127773,1140.83
HS,F-08,133,151846,1141.7
AK,H-06,11,12561,1141.91
TF,E-04,1,1142,1142
SD,B-04,45,51468,1143.73
OL,99,1,1144,1144
RL,99,2,2289,1144.5
CK,G-08,494,565448,1144.63
IC,D-02,8,9163,1145.38
DX,X-99,57,65305,1145.7
HD,B-02,842,964969,1146.04
SH,D-03,303,347346,1146.36
TZ,F-05,215,246529,1146.65
WJ,E-08,11,12625,1147.73
SK,H-03,104,119403,1148.11
LQ,H-08,82,94168,1148.39
HH,H-04,385,442223,1148.63
TA,F-10,1,1149,1149
MS,B-05,199,228668,1149.09
KI,E-03,36,41406,1150.17
SW,D-03,17,19555,1150.29
YW,F-03,1323,1526526,1153.84
YK,6,1,1154,1154
LD,J-08,110,127120,1155.64
YL,H-10,81,93800,1158.02
DC,C-02,45,52330,1162.89
YD,H-09,53,61679,1163.75
PC,2,2,2331,1165.5
TC,E-40,2,2333,1166.5
HK,F-12,58,67694,1167.14
TD,E-06,18,21035,1168.61
TC,C-26,1,1170,1170
LY,F-03,11,12878,1170.73
NQ,H-05,6,7031,1171.83
SH,D-04,86,100826,1172.4
TC,E-33,2,2348,1174
TH,H-51,121,142307,1176.09
JB,D-01,10,11761,1176.1
WF,D-06,16,18821,1176.31
RJ,I-06,31,36474,1176.58
TW,F-08,390,459123,1177.24
NC,H-02,306,361078,1179.99
MO,X-98,34,40136,1180.47
NC,I-03,273,322316,1180.64
UG,C-04,8,9450,1181.25
LU,E-05,43,50857,1182.72
BK,X-99,59,69870,1184.24
NA,I-07,456,540625,1185.58
DS,L-01,3,3558,1186
BK,C-05,4,4745,1186.25
HI,E-05,82,97378,1187.54
IL,B-03,5,5940,1188
KS,H-08,13,15451,1188.54
LJ,Others,324,385163,1188.77
HK,D-09,13,15482,1190.92
JL,I-04,300,357943,1193.14
TK,99,8,9547,1193.38
MG,D-03,182,217256,1193.71
YL,Others,299,357048,1194.14
FH,X-01,679,810883,1194.23
EG,D-06,253,302298,1194.85
WJ,99,1,1196,1196
GS,D-06,1,1196,1196
WL,99,3,3589,1196.33
JH,99,1,1201,1201
YS,H-09,45,54050,1201.11
PL,X-99,32,38441,1201.28
MG,C-04,211,253573,1201.77
NL,C-04,195,234532,1202.73
HM,Others,255,306815,1203.2
NC,H-01,366,440920,1204.7
CG,I-04,3,3615,1205
BL,X-99,37,44599,1205.38
KF,J-07,477,575225,1205.92
NN,Others,369,445885,1208.36
TB,E-08,153,184953,1208.84
MS,B-03,285,345158,1211.08
NQ,I-06,253,306412,1211.11
AP,I-03,4,4848,1212
XL,F-06,54,65469,1212.39
CA,C2,25,30318,1212.72
ST,X-98,53,64290,1213.02
NL,E-01,173,210006,1213.91
TF,D-07,1,1214,1214
YW,F-08,13,15782,1214
UC,F-07,291,354077,1216.76
CR,E-06,18,21904,1216.89
DS,C-06,227,276486,1218
IL,G-99,7,8533,1219
TU,X-99,4,4882,1220.5
NL,D-04,313,382330,1221.5
MH,D-04,295,360428,1221.79
HK,C-06,25,30549,1221.96
YW,I-06,1,1224,1224
CU,G-03,150,183611,1224.07
EG,F-03,8,9808,1226
KT,C-10,3,3680,1226.67
TO,Others,187,229527,1227.42
KS,Others,306,376044,1228.9
KZ,E3,1,1229,1229
HU,Others,238,292502,1229
HF,J-09,35,43053,1230.09
SF,X-99,422,519139,1230.19
MZ,D-02,69,84901,1230.45
KC,99,2,2461,1230.5
CU,2,10,12316,1231.6
PU,G-03,4,4927,1231.75
NA,J-10,346,426293,1232.06
XL,Others,106,130770,1233.68
WZ,I-09,15,18525,1235
NL,3,1,1236,1236
SL,G-03,211,261007,1237
DD,F-07,29,35893,1237.69
DA,H-02,692,856657,1237.94
MG,C-03,321,397433,1238.11
LJ,G-05,27,33442,1238.59
DS,C-02,8,9910,1238.75
DN,G-05,17,21062,1238.94
JB,X-99,55,68221,1240.38
KZ,Others,409,507363,1240.5
DR,J-04,298,370217,1242.34
DO,C-05,166,206487,1243.9
JU,99,1,1244,1244
XW,N-06,11,13704,1245.82
CF,C-03,400,498371,1245.93
LY,X-99,42,52346,1246.33
HJ,K-06,27,33717,1248.78
MG,F-04,110,137737,1252.15
HR,H-06,117,146594,1252.94
NC,H-04,1,1253,1253
TR,99,4,5013,1253.25
ET,D-04,376,472822,1257.51
PW,F-04,156,196199,1257.69
PK,H-06,917,1153608,1258.02
CT,J-06,2,2519,1259.5
KF,X-98,207,261055,1261.14
TH,F-64,18,22729,1262.72
NL,C-03,226,285469,1263.14
FG,J-03,1,1264,1264
TH,F-65,24,30366,1265.25
HK,E-14,83,105258,1268.17
BK,Others,181,229642,1268.74
UH,H-08,5,6356,1271.2
WZ,K-07,198,252713,1276.33
DO,E-07,25,31951,1278.04
SK,Others,366,467955,1278.57
CL,H-05,517,661254,1279.02
PT,B-08,139,177800,1279.14
XU,Others,41,52450,1279.27
TH,F-34,14,17910,1279.29
LI,C-04,14,17915,1279.64
PE,99,2,2560,1280
SQ,D-05,39,49938,1280.46
BD,I-06,72,92194,1280.47
NS,D-06,38,48709,1281.82
MG,C-02,711,912818,1283.85
PJ,E-12,227,291669,1284.89
ZK,G-03,24,30843,1285.13
MQ,G-03,424,545232,1285.92
MS,X-98,14,18008,1286.29
LW,K-02,1,1287,1287
IL,Others,345,444168,1287.44
DJ,C-09,366,471275,1287.64
YN,99,2,2576,1288
HX,X-99,82,105645,1288.35
DY,F-07,376,485195,1290.41
HZ,F-05,4,5162,1290.5
LZ,X-99,56,72275,1290.63
DU,A-03,294,379749,1291.66
KS,E-07,1,1294,1294
TI,2,4,5176,1294
JB,L-03,34,44104,1297.18
HJ,G-05,103,133771,1298.75
UH,99,7,9093,1299
CZ,D-09,35,45476,1299.31
WQ,G-05,189,245767,1300.35
DJ,E-08,207,269276,1300.85
HJ,F-05,256,333293,1301.93
LQ,C-05,662,863663,1304.63
TC,E-28,1,1310,1310
MG,X-98,17,22295,1311.47
MO,C-06,52,68221,1311.94
UL,X-98,3,3937,1312.33
CU,J-02,339,446038,1315.75
JC,Others,169,222456,1316.31
YD,C-04,15,19761,1317.4
NC,J-03,1370,1811865,1322.53
XW,Others,157,207985,1324.75
FY,99,1,1327,1327
TH,E-03,174,230954,1327.32
TC,X-99,1,1335,1335
ML,37,1,1338,1338
LD,Others,387,518387,1339.5
NN,D-04,166,222371,1339.58
SN,99,1,1340,1340
GM,99,2,2682,1341
SU,F-04,2,2683,1341.5
KS,D-04,225,301974,1342.11
TH,F-63,23,30923,1344.48
JB,H-01,55,73985,1345.18
SS,C-06,194,261089,1345.82
NC,J-02,543,732258,1348.54
WQ,C-05,219,295517,1349.39
BL,99,1,1352,1352
SP,99,6,8122,1353.67
JS,F-04,134,181558,1354.91
IL,F-07,4,5420,1355
TC,B-01,9,12201,1355.67
MG,D-05,280,380152,1357.69
HH,G-07,10,13583,1358.3
TH,D-05,127,172505,1358.31
PL,Others,114,154917,1358.92
MX,Others,375,509870,1359.65
HJ,X-98,39,53396,1369.13
ZK,D-06,415,568943,1370.95
TC,D-11,11,15092,1372
TH,E-52,55,75468,1372.15
LM,99,5,6861,1372.2
JP,B-03,744,1023061,1375.08
NL,C-02,69,94947,1376.04
BD,J-06,4,5508,1377
CF,I-08,14,19284,1377.43
XT,Others,77,106100,1377.92
CF,I-10,25,34500,1380
LS,K-08,3,4141,1380.33
TH,F-05,134,185010,1380.67
TL,Others,334,462221,1383.9
YD,I-06,2,2768,1384
CF,E-05,273,377881,1384.18
TZ,F-04,133,184515,1387.33
TE,B-05,485,675289,1392.35
MA,D-02,28,38995,1392.68
SK,C-03,20,27869,1393.45
MG,D-04,335,467445,1395.36
OL,Others,437,610471,1396.96
RL,C-10,275,384211,1397.13
CX,D-04,741,1035425,1397.33
NN,C-05,26,36355,1398.27
GM,F-09,1,1400,1400
JB,J-01,299,418647,1400.16
TI,H-01,718,1005946,1401.04
JR,99,3,4208,1402.67
PK,99,5,7020,1404
TH,E-34,110,154469,1404.26
DN,J-05,136,191256,1406.29
SS,G-06,491,692117,1409.61
UG,F-05,1,1410,1410
OL,E-04,201,283566,1410.78
DJ,D-08,2,2822,1411
CF,H-12,79,111743,1414.47
FS,B-08,1,1417,1417
FS,D-05,50,70878,1417.56
LY,F-06,23,32607,1417.7
JL,99,4,5671,1417.75
YW,F-02,679,965282,1421.62
ET,Others,485,689867,1422.41
YW,H-04,2,2845,1422.5
HZ,99,3,4276,1425.33
LC,C-07,322,459404,1426.72
NA,2,4,5710,1427.5
NC,I-01,342,489820,1432.22
TG,X-99,8,11474,1434.25
PJ,D-09,28,40246,1437.36
CP,E-06,141,203109,1440.49
MZ,C-02,91,131091,1440.56
SS,C-05,93,134064,1441.55
LT,G-06,32,46137,1441.78
TL,C-03,139,200961,1445.76
LC,E-05,348,503749,1447.55
RS,F-02,704,1021187,1450.55
YS,F-06,24,34823,1450.96
TC,C-25,1,1451,1451
DS,99,2,2917,1458.5
WJ,D-08,24,35011,1458.79
TH,G-52,64,93416,1459.63
NC,I-02,1202,1755859,1460.78
NN,D-03,61,89211,1462.48
CF,I-12,53,77514,1462.53
PJ,C-10,196,286694,1462.72
JA,Others,426,624669,1466.36
FA,D-08,308,451755,1466.74
PG,X-99,5,7336,1467.2
SL,C-07,26,38200,1469.23
